财务数据日期,公告类型,公告日期,审计意见,总资产,总负债,净资产,资产负债率,交易性金融资产,衍生金融资产,债权投资,其他债权投资,其他权益工具投资,其他非流动金融资产,其他流动资产,金融资产总额,总股本,每股净资产,合并报表未分配利润,母公司报表未分配利润,营业收入,净利润,每股净利润,母公司报表净利润,经营活动现金流量净额,投资活动现金流量净额,筹资活动现金流量净额,现金及现金等价物净增加额,净资产增长率,净利润增长率,资产负债率变化,金融资产增长率,日期,是否实施现金分红,是否实施股票股利,是否公积金转增股本,相关股东前三个月内存在减持情形,相关股东后三个月存在减持计划,现金分红金额,送股比例,转增比例,是否进行权益分派,权益分派方案文本,公司简称
2018-03-31,季报,2018-04-30,无保留意见,300960655.8009548,94370814.68857007,206589841.11238474,0.3135652879191748,31810.724569818973,1.160612232707044e-05,49141739.90066987,136902.4117804173,5.5364633055896855e-05,904976.3343013069,19877625.130665492,69813825.25985521,40000000,5.164746027809619,5931764.448631896,5466487.228329973,28474506.109603733,8473949.21233128,0.211848730308282,7809267.46904282,32533884.738483854,505000.56275588373,-50396332.47037383,-17357447.169134095,0.14772133951324865,0.4152194006850712,0.013565287919174857,0.012439745364694499,,False,False,False,False,False,0.0,0,0,False,[],颢琛地产
2018-06-30,半年报,2018-08-27,非标准无保留意见,278218416.33786756,79728465.84800945,198489950.48985812,0.28656789474061073,32198.029690589337,1.106048510900547e-05,51495928.02850573,130078.281584381,5.476807598228996e-05,880623.4461033571,20475713.7612828,68222911.07936016,40000000,4.962248762246453,21373603.298051976,19563275.203639325,98853539.4162813,22059769.78488583,0.5514942446221458,20138268.53615622,12293743.68852298,427294.29859944177,-47394994.97717508,-34673956.990052655,-0.03920759403711578,0.5333221189739207,-0.026997393178564106,-0.13235120292786356,,False,False,False,False,False,0.0,0,0,False,[],颢琛地产
2018-09-30,季报,2018-10-27,无保留意见,246399446.23543906,49279889.247087814,197119556.98835126,0.2,30153.947846571733,1.0504227125701977e-05,40939128.90073919,126328.94785160584,4.976126303144637e-05,722498.7151730637,19011438.360500507,63262705.12684455,40000000,4.927988924708782,27490383.140532162,25346890.571774647,16583781.732788729,8738256.917828836,0.2184564229457209,8262307.6687647505,23459508.554407146,361438.87815213186,-45237271.9876342,-21416324.55507492,-0.006904095134916658,-0.34105456689639146,-0.13126021402333035,0.07499145706865788,,False,False,False,False,False,0.0,0,0,False,[],颢琛地产
2018-12-31,年报,2019-03-30,无保留意见,242153217.08917713,48430643.41783543,193722573.67134172,0.2,23815.667332837183,9.751461457111049e-06,43609720.18077103,110450.17467235216,4.501468719453187e-05,770915.1530452371,16964937.458317704,58430045.3192151,40000000,4.843064341783543,35393941.71625604,31922211.379785545,47873909.05287394,11290797.965319823,0.2822699491329956,9393315.440015566,23760424.223133717,342221.10756885464,-43871164.09133538,-19768518.760632806,-0.017233111563913796,0.09917303474124728,0.015177334440928544,-0.07200117117447236,,False,False,False,False,False,0.0,0,0,False,[],颢琛地产
2019-03-31,季报,2019-04-30,无保留意见,239069830.29844284,47813966.05968857,191255864.23875427,0.2,29722.30117813249,9.893224035484644e-06,46259780.443842135,122520.09971337515,4.8590693329228984e-05,747052.1298664687,19806835.36157988,61837545.40171486,40000000,4.781396605968856,37998329.88084918,34176110.06323955,14631052.265275115,3720554.5208473504,0.09301386302118377,3219855.262077154,7680277.381957583,372083.46730430477,-40690252.45747344,-32637891.608211555,-0.012733205975119372,-0.2675867769354697,-0.04692135966593082,0.10926434702133164,,False,False,False,False,False,0.0,0,0,False,[],颢琛地产
2019-06-30,半年报,2019-08-27,无保留意见,296707774.3638798,59341554.87277597,237366219.49110386,0.2,33261.731719136376,1.169794959171993e-05,49578116.49231277,145343.26946738292,5.58505351515731e-05,913457.2317363886,19506116.268993683,72541574.80735199,40000000,5.934155487277597,37486726.88525604,33721882.255625054,2009426.8355841863,-730861.4222759213,-0.018271535556898033,-648896.8680207111,31256158.27332824,457959.18373409525,-51449060.07789907,-19734942.62083673,0.2410925042004867,-0.2148309273598164,-0.019213583454080706,-0.035679896227529595,,False,False,False,False,False,0.0,0,0,False,[],颢琛地产
2019-09-30,季报,2019-10-27,非标准无保留意见,278587125.2489757,55717425.04979514,222869700.19918057,0.2,30508.754227214664,1.2016783637921302e-05,44149645.80477318,124249.53150560739,5.1543128042846214e-05,791784.8849268332,19819216.452235736,66247452.83002595,40000000,5.571742504979515,30809005.12387568,27661548.95757488,18213870.1693631,-9539602.516257655,-0.23849006290644137,-8657618.997214532,42272097.60161637,452328.8752186317,-49340486.0184837,-6616059.541648701,-0.061072377202631416,-0.5414386909238562,-0.035356290958803716,0.06141683394434682,,False,False,False,False,False,0.0,0,0,False,[],颢琛地产
2019-12-31,年报,2020-03-30,无保留意见,311753368.39797264,62350673.67959453,249402694.71837813,0.2,33297.224026485776,1.2735384994107836e-05,50567914.39241115,144387.31090933626,6.326396341211424e-05,956692.8970211943,21500970.054622296,74964162.95322892,40000000,6.235067367959453,25913363.82695292,23248060.091448564,16337593.50252977,-6993773.281318234,-0.17484433203295585,-6304984.094466163,59868241.20165158,458828.48371721513,-52384888.33939219,7942181.345976606,0.11905160053378627,0.34124579025276836,0.03470385288010507,-0.020514660458234114,,False,False,False,False,False,0.0,0,0,False,[],颢琛地产
2020-03-31,季报,2020-04-30,无保留意见,326979214.9641069,65395842.99282138,261583371.97128552,0.2,31815.493986564637,1.2660567095611963e-05,50857258.83359913,148141.0893953888,6.115704574642912e-05,991221.4679364818,21735077.068126112,76378223.1162064,40000000,6.539584299282138,22513929.477543917,20132735.590557653,2682285.963363716,-4856334.784870008,-0.1214083696217502,-4450463.572701302,30064365.962119218,510578.3120895599,-61272463.71545792,-30697519.441249147,0.048839397131059815,0.21361084018390225,-0.08065142241602266,0.03860639845926266,2020-05-16,False,False,False,True,False,0.0,0,0,False,[],颢琛地产
2020-06-30,半年报,2020-08-27,非标准无保留意见,346635821.2368256,69327164.24736512,277308656.98946047,0.2,35869.62267830018,1.3673829645337428e-05,55868887.57093539,147811.69723759513,5.759486233250265e-05,1054913.8250009257,22088701.182634443,79316166.86505008,40000000,6.932716424736512,17297195.679708235,15341109.246663652,29321761.52192912,-7452476.854050975,-0.1863119213512744,-6845180.491277148,32464999.74794087,534524.9988842794,-59070272.40536406,-26070747.65853891,0.060115766914653784,-0.21378570828405166,0.009439943664971393,-0.059520859534001484,2020-09-18,False,False,True,True,False,0.0,0,9,True,['公司在相应期间是否按照中国证券监督管理委员会相关规定为中小股东参与现金分红决策提供了便利'],颢琛地产
2020-09-30,季报,2020-10-27,保留意见,400879949.2465558,80175989.84931116,320703959.39724463,0.2,42866.44176535575,1.5384689721565977e-05,61096633.112768196,183676.02229607422,7.145358691119427e-05,1056581.883596221,27409502.811325837,91316665.09135033,40000000,8.017598984931116,12505442.46028721,11082448.196958896,33145879.017602265,-6845361.742030036,-0.1711340435507509,-6083801.499578222,15913590.040920708,603939.2231408622,-65493108.605951466,-48975579.341889895,0.15648736999016036,0.06358875519233861,0.00693528660661848,0.06773651381869433,2020-11-23,False,False,False,False,False,0.0,0,0,False,[],颢琛地产
2020-12-31,年报,2021-03-30,无保留意见,453065811.74666953,90613162.34933391,362452649.39733565,0.2,44525.46812719637,1.7413410939466806e-05,69984874.79430619,206502.0656150527,7.62328108958452e-05,1330047.9638825841,30899360.842806008,105078049.38119073,40000000,9.061316234933392,5959434.947541543,5147339.7933994485,0.0,-9351439.303922381,-0.23378598259805952,-8478726.290799212,70954986.7144174,654126.8207040749,-75748920.6320488,-4139807.09692733,0.1301782805505633,-0.2467914167129909,0.09871035227342405,0.025849586232441695,2021-04-11,True,True,False,True,False,-3121989.4721379364,3,0,True,"['公司在相应期间是否按照中国证券监督管理委员会相关规定为中小股东参与现金分红决策提供了便利', '是否影响偿债能力、过去十二个月内是否使用过募集资金补充流动资金以及未来十二个月内是否计划使用募集资金补充流动资金等内容', '留存未分配利润的预计用途以及收益情况', '公司为增强投资者回报水平拟采取的措施']",颢琛地产
2021-03-31,季报,2021-04-30,保留意见,423226843.63344276,89465040.62985715,333761803.0035856,0.2113879163755098,41426.225411549305,1.73728795460834e-05,74367795.05834353,204153.07800079914,8.753042005862449e-05,1278587.850257275,27455232.019075383,103950648.61310531,40000000,8.344045075089639,5567693.660436097,4806886.643831005,2509325.604869864,-559630.4101506379,-0.013990760253765945,-486361.6422406331,29810453.080177847,683147.5282032174,-68646900.33774908,-38153299.729368016,-0.07915750220464798,1.1494723312165662,0.07325612228701973,0.0155534547515877,2021-06-20,True,False,False,False,False,-171561.6973762128,0,0,True,['结合所处行业特点、发展阶段和自身经营模式、盈利水平、偿债能力、资金需求等因素，未进行现金分红或现金分红水平较低原因的说明'],颢琛地产
2021-06-30,半年报,2021-08-27,无保留意见,515229127.8386593,124658309.82525805,390570818.01340127,0.24194732613078118,55584.25969184447,2.1473353405485624e-05,93181088.74506633,251155.81814500716,7.857765875545436e-05,1551176.8966606215,37066117.98542256,126851349.05994003,40000000,9.764270450335031,10690579.00891822,9411771.680328777,17136316.059111703,7318407.640688747,0.1829601910172187,6578407.194996817,97598057.55223876,857202.4842460001,-83898875.24372986,14556384.792754903,0.1702082578011644,0.47918862211610214,0.030559409755271365,-0.0994301631891213,2021-09-20,False,False,False,False,False,0.0,0,0,False,[],颢琛地产
2021-09-30,季报,2021-10-27,无保留意见,491991202.339926,144300002.25924817,347691200.08067787,0.293297932103161,53936.28785439687,2.0248012896147576e-05,86779523.12398337,231436.6218608643,9.019211453205254e-05,1539556.9294783724,36055332.38396908,118149401.85785185,40000000,8.692280002016947,16968352.90268692,15132426.03465875,11690790.814671235,8968248.419669572,0.2242062104917393,8172363.363328536,22154834.989231277,731774.3100857553,-85310841.7299619,-62424232.43064487,-0.10978705001778236,0.06784328987973572,0.051350605972379844,0.06670248982338976,2021-12-13,True,True,False,True,True,9278338.284494162,2,0,True,"['上市公司控股子公司向母公司实施利润分配的情况', '充分披露高送转的主要考虑及其合理性且送转股后每股收益不低于0.5元', '公司为增强投资者回报水平拟采取的措施']",颢琛地产
2021-12-31,年报,2022-03-30,无保留意见,487896524.0706035,122085216.87958035,365811307.1910231,0.2502276832411157,49143.4820143965,1.9945186324642502e-05,74219132.70343454,223708.07329224842,8.578975886043962e-05,1454220.3087761954,36604845.688217275,113110421.18378964,40000000,9.145282679775578,6341821.878513144,5618635.4632912185,48468716.37445423,-15180758.605962535,-0.37951896514906336,-13591129.387667904,5655090.724157022,763818.2327760797,-83468020.44092478,-77049111.48399168,0.0521155183281624,-0.929943623280364,-0.043070248862045316,0.18968427414729916,2022-04-20,False,False,True,False,False,0.0,0,0,True,['留存未分配利润的预计用途以及收益情况'],颢琛地产
2022-03-31,季报,2022-04-30,保留意见,528283318.80512774,156935145.72350475,371348173.081623,0.29706625240119444,53888.78478545859,2.120336030297571e-05,85968475.57989384,242097.48911713646,0.00010683301773346145,1530205.7584954302,37687732.612251624,125880375.73014219,40000000,9.283704327040576,-3947276.4599635857,-3256885.4646996437,61582427.224507414,-14698711.912109615,-0.36746779780274036,-12679315.611415518,47831870.333394706,817450.8597905136,-95077761.73346898,-46428440.54028376,0.015135852232442274,0.26497126518384,0.04683856916007875,0.05183006834906784,2022-05-24,False,False,False,False,False,0.0,0,0,False,[],颢琛地产
2022-06-30,半年报,2022-08-27,无保留意见,535017202.62585694,173189012.59572202,361828190.0301349,0.3237073719232069,57122.82660559172,2.2261698812081144e-05,95360147.89093137,266236.4049324382,0.00010114964783352907,1763129.9100940623,38847909.78962652,135524024.59231415,40000000,9.045704750753373,-13789859.382519932,-12316884.44847852,12885514.980087936,-14060832.746509066,-0.35152081866272666,-12942855.691112684,77739037.85114706,767854.3616234611,-98042534.34335741,-19535642.130586892,-0.025636272753106155,0.27718353428114245,0.026641119522012473,0.02889728962373765,2022-10-06,False,False,True,False,False,0.0,0,2,True,"['是否影响偿债能力、过去十二个月内是否使用过募集资金补充流动资金以及未来十二个月内是否计划使用募集资金补充流动资金等内容', '结合前述财务报表列报项目的具体情况说明现金分红方案确定的依据及未来增强投资者回报的规划', '上市公司控股子公司向母公司实施利润分配的情况']",颢琛地产
2022-09-30,季报,2022-10-27,无保留意见,546502011.7299685,178403571.41604826,368098440.3139203,0.3264463214898448,54052.99354906802,2.2292707164882603e-05,91258188.7097912,260255.17085418734,0.00010792122713625783,1607055.7990760051,39264922.57620547,132935871.93685356,40000000,9.202461007848008,-23302194.819195356,-20652580.13125428,20146885.94343462,-13589050.623822033,-0.33972626559555086,-11908136.68967966,67994079.95023903,889334.9987250384,-89503907.74155897,-20620492.792594895,0.01732935812232666,0.16051557533062566,0.002738949566637882,0.08415245330000005,2022-11-19,True,False,False,False,False,-18681071.056244206,0,0,True,"['充分披露高送转的主要考虑及其合理性且送转股后每股收益不低于0.5元', '是否影响偿债能力、过去十二个月内是否使用过募集资金补充流动资金以及未来十二个月内是否计划使用募集资金补充流动资金等内容', '留存未分配利润的预计用途以及收益情况', '根据公司盈利能力、融资能力及其成本、偿债能力及现金流等情况披露现金分红方案的合理性，是否导致公司营运资金不足或者影响公司正常生产经营']",颢琛地产
2022-12-31,年报,2023-03-30,无保留意见,536488488.720034,188022741.36272165,348465747.3573123,0.3504692930342465,58434.18988675368,2.2596960095926293e-05,92280201.6678464,241232.71368950765,9.572719758611022e-05,1691461.9070304593,42777087.96740966,132926615.82905796,40000000,8.711643683932808,-32738233.2087518,-29659147.303969547,33791590.487444654,-13480054.842223493,-0.33700137105558736,-12866524.53245038,48685738.77411282,809285.206683439,-104004138.71332988,-54509114.73253362,-0.05333544184502641,0.03195467583299992,0.02402297154440171,-0.01405204596135013,2023-04-30,False,False,True,False,False,0.0,0,5,True,"['公司为增强投资者回报水平拟采取的措施', '公司在相应期间是否按照中国证券监督管理委员会相关规定为中小股东参与现金分红决策提供了便利', '结合所处行业特点、发展阶段和自身经营模式、盈利水平、偿债能力、资金需求等因素，未进行现金分红或现金分红水平较低原因的说明']",颢琛地产
2023-03-31,季报,2023-04-30,保留意见,596289434.0408638,256172424.6397773,340117009.4010864,0.4296108735380037,59023.17661346278,2.4196695306069004e-05,96898306.83479628,286394.07459810394,0.0001162553827220837,1836743.6625427268,42203009.14757256,143765257.89550152,40000000,8.50292523502716,-43643097.70151138,-38930908.76412509,0.0,-15578377.846799407,-0.3894594461699852,-13245373.514507908,54918874.12049517,892463.7015848254,-110994550.95304601,-55183213.130966015,-0.023958561263311997,-0.5961237776503857,0.07914158050375716,0.07061739722256646,2023-06-03,False,False,False,True,False,0.0,0,0,False,[],颢琛地产
2023-06-30,半年报,2023-08-27,非标准无保留意见,649811397.8715084,296761273.99228853,353050123.8792198,0.45668831750927397,66996.10609733962,2.3159188186538336e-05,94425666.61171465,237921.19857132513,0.00010926630820937951,1803830.2326292403,42641719.95218081,143256482.24233136,40000000,8.826253096980494,-55201581.69704928,-49584128.67510773,11892696.482969763,-16512119.993625563,-0.41280299984063906,-15218885.587118078,102996273.98402621,1036494.2269937455,-104233675.1721321,-200906.9611121565,0.038025485702427406,-0.6568145725106763,0.027077443971270248,-0.00809428381321388,2023-10-03,True,False,False,True,False,-5696348.06117475,0,0,True,"['上市公司控股子公司向母公司实施利润分配的情况', '充分披露高送转的主要考虑及其合理性且送转股后每股收益不低于0.5元', '公司在相应期间是否按照中国证券监督管理委员会相关规定为中小股东参与现金分红决策提供了便利', '是否影响偿债能力、过去十二个月内是否使用过募集资金补充流动资金以及未来十二个月内是否计划使用募集资金补充流动资金等内容']",颢琛地产
2023-09-30,季报,2023-10-27,无保留意见,660913511.8186162,302955166.8220696,357958344.99654657,0.45838852044110406,66432.38869774867,2.4864658647603896e-05,98312799.45987283,296921.3921196971,0.0001110492346404228,1822012.9824081166,46587057.816765346,150698979.24760556,40000000,8.948958624913665,-66865718.99646771,-60797775.82457473,25309188.593658313,-16663053.284883475,-0.4165763321220869,-16019495.927809993,74419490.20952493,1018948.2233397367,-117389396.41894755,-41950957.98608288,0.013902335066184485,-0.30936560073354463,0.001700202931830117,0.10088862943854392,2023-12-11,True,True,False,True,False,-12137631.098840218,1,0,True,"['结合前述财务报表列报项目的具体情况说明现金分红方案确定的依据及未来增强投资者回报的规划', '结合所处行业特点、发展阶段和自身经营模式、盈利水平、偿债能力、资金需求等因素，未进行现金分红或现金分红水平较低原因的说明', '根据公司盈利能力、融资能力及其成本、偿债能力及现金流等情况披露现金分红方案的合理性，是否导致公司营运资金不足或者影响公司正常生产经营']",颢琛地产
2023-12-31,年报,2024-03-30,无保留意见,779343883.4607238,390905021.2878246,388438862.1728992,0.5015822021364781,88067.42762084682,3.41980301911439e-05,132861306.47610281,364834.71702088794,0.00013232815754506458,2410492.446780545,51825959.65969006,190183176.07368883,40000000,9.71097155432248,-78398698.76354165,-71172498.55318005,22198292.3610125,-16475685.38153422,-0.4118921345383555,-14821032.46943617,55396984.058089964,1304172.1127017317,-125303724.6383683,-68602568.4675766,0.08515101715716855,0.5560757678983689,0.043193681695373985,0.12821761767189874,2024-05-14,True,True,False,False,True,-19647535.520710643,3,0,True,"['结合所处行业特点、发展阶段和自身经营模式、盈利水平、偿债能力、资金需求等因素，未进行现金分红或现金分红水平较低原因的说明', '留存未分配利润的预计用途以及收益情况', '充分披露高送转的主要考虑及其合理性且送转股后每股收益不低于0.5元', '公司在相应期间是否按照中国证券监督管理委员会相关规定为中小股东参与现金分红决策提供了便利']",颢琛地产
2024-03-31,季报,2024-04-30,无保留意见,788853806.385107,384675967.89610857,404177838.48899853,0.48763910978495717,75120.28722067972,3.069890646780993e-05,133730434.16610472,396825.90019445284,0.00015476556293111978,2149723.869372006,56456630.46749089,182625118.04295725,40000000,10.104445962224963,-89810145.06888615,-81334425.24885137,55759603.86990599,-16302066.150492113,-0.40755165376230285,-14517038.136673314,148593365.74668697,1271380.8603075424,-140913101.22147158,8951645.385522932,0.04051854190916082,0.3311355909742578,-0.013943092351520884,0.055166762234368394,2024-06-07,False,False,False,True,True,0.0,0,0,False,[],颢琛地产
2024-06-30,半年报,2024-08-27,无保留意见,898670629.380228,490949817.7954584,407720811.5847696,0.546306735465522,98985.02422013189,3.676810433072674e-05,137697727.25835544,404838.0755921573,0.0001609160549607093,2867502.803818199,64571300.06982632,212137007.4757837,40000000,10.19302028961924,-101372973.25728513,-91759148.37086403,54434861.464628495,-16518325.98342713,-0.4129581495856782,-14892461.602875236,176900519.65575233,1367133.7963749042,-147744412.52660212,30523240.92552513,0.008765876696793453,-0.30985720650675175,0.05866762568056478,0.11349605134744989,2024-09-26,False,False,False,False,False,0.0,0,0,False,[],颢琛地产
2024-09-30,季报,2024-10-27,无保留意见,957791031.5921354,489328349.24179953,468462682.35033584,0.5108925988045527,101943.97594754773,4.002082736930238e-05,146046032.78392425,427150.4637990728,0.0001898355391130084,2846976.932005906,64642629.48197622,231706560.7283187,40000000,11.711567058758396,-112677324.42524205,-101784109.99774475,33967382.834291555,-16149073.097081315,-0.40372682742703286,-14321373.752686733,128148217.4361469,1516725.8779689888,-169556250.89519736,-39891307.58108148,0.14897907842738914,0.7666032911076782,-0.03541413666096917,0.04271267871434787,2024-12-11,False,False,False,True,False,0.0,0,0,False,[],颢琛地产
2024-12-31,年报,2025-03-30,无保留意见,896809640.841269,470866964.611476,425942676.229793,0.5250467247093491,93648.05512474994,3.814071432736854e-05,159018435.23742425,463685.0718617573,0.00017359093411197294,2590557.132996645,66647194.19221702,217157748.22326294,40000000,10.648566905744826,-124348080.73687297,-113121280.2361508,41629706.79849694,-16672509.016615609,-0.4168127254153902,-16195957.4834372,44957819.66013165,1365356.2810888865,-145630587.85166708,-99307411.91044654,-0.09076498026953753,-0.6151361741401121,0.014154125904796316,-0.16594281820636067,2025-05-20,False,False,False,False,False,0.0,0,0,False,[],颢琛地产
2018-03-31,季报,2018-04-30,无保留意见,274461561.0519681,87747709.47682667,186713851.57514143,0.31970855642044543,60589416.73826578,4.3965819123963723e-10,6.221929998729418,810893.1815846317,1.331332759734906e-05,14245.86190421657,4898.129940638653,62709249.96581342,40000000,4.667846289378536,7282015.111803824,6124420.769566916,20770698.008087892,10402878.731148321,0.26007196827870804,8749172.527952738,50078615.03698542,3807131.234401758,103191104.9551451,157076851.22653228,0.0372991754174523,0.5223821517304622,0.019708556420445424,0.053578603418307974,,False,False,False,False,False,0.0,0,0,False,[],祎璱机械
2018-06-30,半年报,2018-08-27,无保留意见,297073145.5616874,121578561.30426373,175494584.25742367,0.40925463348223734,62428324.19496755,4.5974670512147095e-10,6.09919951290502,812884.6380965943,1.5272291834782152e-05,14571.26410404565,5050.650369254539,64951917.93587406,40000000,4.387364606435591,17367359.20404314,15199111.135932663,18680919.690860566,14407634.417484738,0.36019086043711845,12963843.380522497,38637851.59780616,3698614.6894493187,122522500.2811569,164858966.56841236,-0.060088028944133585,0.14614361234187737,0.08954607706179196,0.006404464793501686,,False,False,False,False,False,0.0,0,0,False,[],祎璱机械
2018-09-30,季报,2018-10-27,保留意见,343209587.8426138,139987901.42707828,203221686.41553557,0.40787876092573716,73374753.43025245,4.965458612368088e-10,7.0793431238453435,975520.5664324084,1.8036864121201583e-05,19161.118418245587,6002.335694177704,76627432.27865411,40000000,5.080542160388389,18108041.259709526,15925007.209930705,5056847.683402986,1058117.2223805524,0.02645293055951381,1036994.3914257747,32202362.776750147,4452222.368613403,141161611.57436922,177816196.71973276,0.15799406161412077,-0.4250405177816406,-0.0013758725565001957,0.018574963170493817,,False,False,False,False,False,0.0,0,0,False,[],祎璱机械
2018-12-31,年报,2019-03-30,无保留意见,369312024.21397156,162211995.90610003,207100028.30787152,0.43922749672541894,86359196.46027984,6.634303130657687e-10,8.53608621404821,1155950.4219855296,1.780580049650436e-05,20635.97581886536,7662.997418534027,88246708.31487201,40000000,5.177500707696788,23435916.98118277,20959007.950587813,19057270.358048826,7611251.030676059,0.1902812757669015,7191429.629510159,49295123.25787495,4183995.8385338085,152924674.36157537,206403793.45798412,0.019084291449120987,0.36289130963076277,0.031348735799681754,-0.12884114592451162,,False,False,False,False,False,0.0,0,0,False,[],祎璱机械
2019-03-31,季报,2019-04-30,无保留意见,409158942.09941244,189007539.49361414,220151402.60579833,0.4619416076398286,92934067.04417768,6.942409427992786e-10,9.464529775118082,1227456.7898814415,2.166368032686486e-05,23734.235605554517,7749.009308600723,97364815.83355384,40000000,5.5037850651449585,34586695.85584525,31117671.472453143,33839099.670726456,15929684.106660686,0.39824210266651716,14512376.45980761,76145053.65333946,5326737.358860053,166019641.49735013,247491432.50954965,0.06301966448080279,0.33799310183851794,0.022714110914409696,0.07019054742592327,,False,False,False,False,False,0.0,0,0,False,[],祎璱机械
2019-06-30,半年报,2019-08-27,无保留意见,476792193.8219144,233840820.30532563,242951373.51658875,0.49044599164026376,108899866.45238988,6.342281637407499e-10,10.089420148968756,1323095.1520422336,2.4731484927507794e-05,22397.952192017103,8569.919071511034,103799265.76672891,40000000,6.073784337914718,61515971.33122518,52960832.15763167,21088401.823998254,38470393.536257036,0.9617598384064259,31204515.264540754,13975121.654078329,6427023.327039778,211913604.8294958,232315749.8106139,0.1035649586644509,0.6845103450305204,0.028504384000435114,0.06905046385652859,,False,False,False,False,False,0.0,0,0,False,[],祎璱机械
2019-09-30,季报,2019-10-27,保留意见,519611923.3694211,276435805.6118032,243176117.75761792,0.5320043539787472,123991354.71207379,8.184778467109793e-10,11.46584133165902,1555575.2535611552,2.859628253025954e-05,27420.971886717132,8998.388303937543,121741576.55737025,40000000,6.0794029439404484,112255892.59509426,104350609.96705352,94436713.03499353,72485601.80552725,1.8121400451381813,73413968.29917406,21174741.374087792,6691956.336531144,203453547.3817382,231320245.09235713,0.0009250585323972205,0.6132137542351652,0.041558362338483514,0.045037008768466474,,False,False,False,False,False,0.0,0,0,False,[],祎璱机械
2019-12-31,年报,2020-03-30,无保留意见,499836624.3957995,243421446.11628145,256415178.27951807,0.4870020207313306,108586223.91546512,7.717696181257975e-10,11.598184251253214,1588949.720154751,2.6535683018079967e-05,27263.99073868335,8510.92277787853,113191020.25374375,40000000,6.410379456987951,163610347.678769,150138705.27459326,136616396.58922702,73363507.26239246,1.8340876815598115,65411564.7250568,31149403.845809184,6136802.75800439,203221584.42492142,240507791.02873498,0.05444227271979061,0.009810577781810038,-0.04500233324741669,-0.010329613874706595,,False,False,False,False,False,0.0,0,0,False,[],祎璱机械
2020-03-31,季报,2020-04-30,无保留意见,606460562.4347854,309397524.7987627,297063037.6360226,0.5101692409422471,152305091.36257455,1.0480861703664745e-09,14.314151843977312,1909115.3710204912,3.386025754643652e-05,29984.70908569922,12575.070953387149,146103668.74477994,40000000,7.426575940900566,174638775.47276267,160249950.38246828,46989007.57725591,15754896.848562408,0.3938724212140602,14444635.868392851,120843992.42145108,7767150.799420104,272632279.70368,401243422.9245511,0.15852360858371015,-0.6375207443702845,0.0231672202109165,0.09888172520004668,2020-05-25,True,False,False,False,False,7946691.172953003,0,0,True,"['留存未分配利润的预计用途以及收益情况', '是否影响偿债能力、过去十二个月内是否使用过募集资金补充流动资金以及未来十二个月内是否计划使用募集资金补充流动资金等内容']",祎璱机械
2020-06-30,半年报,2020-08-27,非标准无保留意见,599321219.0035207,269117087.3339856,330204131.6695351,0.4490364745994496,124264753.03415021,9.727352937789033e-10,13.934766642484547,1736014.1622818387,2.9168041583008856e-05,29640.134362324527,10943.879867379632,135346448.29494947,40000000,8.255103291738378,187828926.41345808,172115234.09583813,80117367.39876625,18843072.772421986,0.4710768193105496,16950405.30481406,22412948.774578106,7702844.665699347,261201008.48409647,291316801.9243739,0.11156249628780368,0.09428135091181379,-0.061132766342797476,-0.024972944508300687,2020-09-06,False,False,False,True,False,0.0,0,0,False,[],祎璱机械
2020-09-30,季报,2020-10-27,非标准无保留意见,540964224.6152505,243197131.7325067,297767092.8827438,0.44956231977350364,101822090.00964093,7.858600859894523e-10,11.303873825941311,1424171.8370136009,2.5156609724970817e-05,24660.957008992325,9122.984535407064,112180703.89810367,40000000,7.444177322068595,212462238.76513687,193543973.11394173,37878670.60951458,35190446.216683984,0.8797611554170996,30612484.311576597,34384042.638353415,6844139.995728955,232611030.6488242,273839213.28290653,-0.09823329169985678,0.45608180827732564,0.0005258451740540298,0.13505526323853623,2020-12-02,False,False,False,False,False,0.0,0,0,False,[],祎璱机械
2020-12-31,年报,2021-03-30,无保留意见,547295158.376263,247074044.9987626,300221113.3775004,0.4514456983902282,119354998.17683175,8.496010882811495e-10,11.799666875232823,1398644.0213253545,2.705317576082943e-05,26383.42632128534,9908.757794211899,122946882.57439545,40000000,7.50552783443751,221717499.6214537,202295762.96585262,12289383.132278142,13221801.22330974,0.33054503058274354,12502556.931301316,38644363.20418974,7013489.675020539,244234563.50325555,289892416.38246584,0.008241409320952046,-0.42093230822677685,0.001883378616724577,0.13345241348965722,2021-04-25,True,False,False,True,False,16555703.517322289,0,0,True,['是否影响偿债能力、过去十二个月内是否使用过募集资金补充流动资金以及未来十二个月内是否计划使用募集资金补充流动资金等内容'],祎璱机械
2021-03-31,季报,2021-04-30,无保留意见,471151491.7957662,209695336.07070622,261456155.72505996,0.4450698760847913,106029837.06245716,7.30211257769009e-10,10.314880817940645,1388064.6419553934,2.496162247947213e-05,23148.121558415995,7783.097925325697,103675395.50173923,40000000,6.536403893126499,238262899.56378362,217610951.02026045,75618379.61225666,23636285.63189988,0.590907140797497,21878840.077725485,93136797.80720541,6124591.403086383,179200043.10872456,278461432.31901634,-0.12912135731006072,0.3446017109184598,-0.006375822305436869,0.0810905209639115,2021-06-03,False,False,False,False,True,0.0,0,0,False,[],祎璱机械
